"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","96","tests","test_add_to_cart","TestAddToCart","","","test_07_verify_order_confirmation",""
"passed","Sat Jun 01 04:13:11 GMT 2024","Sat Jun 01 04:13:11 GMT 2024","345","tests","test_login","TestCriticalPath","","","test_01_login[problem_user]",""
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","46","tests","test_add_to_cart","TestAddToCart","","","test_06_verify_order",""
"passed","Sat Jun 01 04:13:09 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","364","tests","test_add_to_cart","TestAddToCart","","","test_02_add_to_cart",""
"passed","Sat Jun 01 04:13:17 GMT 2024","Sat Jun 01 04:13:18 GMT 2024","388","tests","test_login","TestCriticalPath","","","test_01_login[visual_user]",""
"passed","Sat Jun 01 04:13:11 GMT 2024","Sat Jun 01 04:13:11 GMT 2024","213","tests","test_login","TestCriticalPath","","","test_01_login[locked_out_user]",""
"passed","Sat Jun 01 04:13:11 GMT 2024","Sat Jun 01 04:13:17 GMT 2024","5391","tests","test_login","TestCriticalPath","","","test_01_login[performance_glitch_user]",""
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","258","tests","test_add_to_cart","TestAddToCart","","","test_05_fill_checkout_information",""
"passed","Sat Jun 01 04:13:07 GMT 2024","Sat Jun 01 04:13:09 GMT 2024","2152","tests","test_add_to_cart","TestAddToCart","","","test_01_login",""
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","75","tests","test_add_to_cart","TestAddToCart","","","test_04_go_to_checkout",""
"passed","Sat Jun 01 04:13:17 GMT 2024","Sat Jun 01 04:13:17 GMT 2024","374","tests","test_login","TestCriticalPath","","","test_01_login[error_user]",""
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:10 GMT 2024","187","tests","test_add_to_cart","TestAddToCart","","","test_03_verify_added_products",""
"passed","Sat Jun 01 04:13:10 GMT 2024","Sat Jun 01 04:13:11 GMT 2024","410","tests","test_login","TestCriticalPath","","","test_01_login[standard_user]",""
